thread_id,phase,start_ns,end_ns,duration_ns
-2,restore_stack,450709959756475,450709959787583,31108
-2,restore_memory,450709959788144,450709960080081,291937
-2,restore_global,450709960080902,450709960089849,8947
-2,restore_pc,450709960089990,450709960093737,3747
-2,restore_core,450709959788114,450709960093827,305713
-2,restore_total,450709959756425,450709960094067,337642
